location,country,latitude,longitude,activity,description,price_class,prominence_score,tags,image_url
The Smurf Village,South Korea,37.5901,126.9771,Immerse yourself in the colorful world of the Smurfs.,A whimsical village dedicated to the beloved Smurf characters.,$$,5,"theme park,family-friendly,character","https://source.unsplash.com/800x600/?The,Smurf,Village,South,Korea"
Jeju Volcanic Island and Lava Tubes,South Korea,33.489,126.539,Explore unique volcanic landscapes and ancient lava tubes.,"A volcanic island with spectacular geological formations, a UNESCO site.",$$,8,"natural landmark,volcano,UNESCO","https://source.unsplash.com/800x600/?Jeju,Volcanic,Island,and,Lava,Tubes,South,Korea"
Donggung Palace and Wolji Pond,South Korea,35.8365,129.2185,Experience the illuminated beauty of this historic royal garden.,A historic royal garden and palace site from the Silla Kingdom.,$,6,"palace,historical site,garden","https://source.unsplash.com/800x600/?Donggung,Palace,and,Wolji,Pond,South,Korea"
Hahoe Folk Village,South Korea,36.565,128.4147,Step back in time in this traditional Joseon Dynasty village.,"A well-preserved traditional Korean village, a UNESCO World Heritage site.",$$,6,"village,historical site,UNESCO","https://source.unsplash.com/800x600/?Hahoe,Folk,Village,South,Korea"
Itaewon,South Korea,37.5367,126.9817,Experience Seoul's vibrant international district with diverse dining and shopping.,"Seoul's most diverse district, known for international cuisine and shopping.",$$,6,"district,shopping,dining","https://source.unsplash.com/800x600/?Itaewon,South,Korea"
Seoul Tower (Namsan Tower),South Korea,37.5519,126.9883,Enjoy panoramic views of Seoul from the observation deck.,An iconic observation tower offering stunning cityscapes.,$$$,7,"tower,observation deck,iconic","https://source.unsplash.com/800x600/?Seoul,Tower,Namsan,Tower,South,Korea"
Macau Tower,China,22.184,113.5438,Experience thrilling activities like bungee jumping or enjoy city views.,A prominent tower offering adventure activities and panoramic views.,$$$,7,"tower,adventure,observation deck","https://source.unsplash.com/800x600/?Macau,Tower,China"
Ruins of St. Paul's,China,22.1975,113.5401,Admire the iconic facade of a 17th-century church.,The iconic stone facade of what was once a 17th-century church.,$,8,"ruins,historical site,iconic","https://source.unsplash.com/800x600/?Ruins,of,St,Pauls,China"
Historic Centre of Macao,China,22.1973,113.54,Explore the unique blend of Portuguese and Chinese architecture.,A UNESCO World Heritage site showcasing a fusion of East and West.,$$,7,"historical site,UNESCO,architecture","https://source.unsplash.com/800x600/?Historic,Centre,of,Macao,China"
Suzhou Gardens,China,31.3214,120.6181,"Stroll through classical Chinese gardens, a UNESCO World Heritage site.","Exquisite classical Chinese gardens, renowned for their beauty and design.",$$,8,"gardens,historical site,UNESCO","https://source.unsplash.com/800x600/?Suzhou,Gardens,China"
West Lake,China,30.2573,120.1562,Enjoy a scenic boat ride or walk around the iconic lake.,A UNESCO World Heritage site famous for its scenic beauty and cultural significance.,$,7,"lake,scenic,UNESCO","https://source.unsplash.com/800x600/?West,Lake,China"
Huangshan (Yellow Mountains),China,30.1343,118.1626,Hike through dramatic granite peaks and misty cloud seas.,A UNESCO World Heritage site known for its stunning granite peaks and pines.,$$,8,"natural landmark,mountains,UNESCO","https://source.unsplash.com/800x600/?Huangshan,Yellow,Mountains,China"
Jiankou Great Wall,China,40.4404,116.5111,"Hike this wild, unrestored section of the Great Wall.","A remote and rugged section of the Great Wall, popular for hiking.",$$,6,"historical site,hiking,wild","https://source.unsplash.com/800x600/?Jiankou,Great,Wall,China"
Imperial Palaces of the Ming and Qing Dynasties in Beijing and Shenyang,China,39.9158,116.391,Explore the former imperial residences.,The Forbidden City in Beijing and the Mukden Palace in Shenyang.,$$,9,"palace,historical site,UNESCO","https://source.unsplash.com/800x600/?Imperial,Palaces,of,the,Ming,and,Qing,Dynasties,in,Beijing,and,Shenyang,China"
Mausoleum of the First Qin Emperor,China,34.395757,109.254408,"Visit the burial site of China's first emperor, including the Terracotta Army.","The tomb complex of Emperor Qin Shi Huang, including the Terracotta Army.",$$,9,"historical site,mausoleum,UNESCO",https://images.unsplash.com/photo-1560044351-2f9f32a494cc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxNYXVzb2xldW0lMjBvZiUyMHRoZSUyMEZpcnN0JTIwUWluJTIwRW1wZXJvciUyMENoaW5hfGVufDB8fHx8MTc2NzEwNjcxNXww&ixlib=rb-4.1.0&q=80&w=1080
Mount Tai,China,36.2509,117.1222,Climb or take a cable car up this sacred mountain.,"A sacred mountain, important in Chinese history and religion, a UNESCO site.",$$,7,"mountain,historical site,UNESCO","https://source.unsplash.com/800x600/?Mount,Tai,China"
Peking Man Site at Zhoukoudian,China,39.7448,116.0309,Visit the archaeological site where Homo erectus fossils were found.,"An archaeological site yielding fossils of Homo erectus, a UNESCO site.",$,6,"archaeological site,UNESCO,paleontology","https://source.unsplash.com/800x600/?Peking,Man,Site,at,Zhoukoudian,China"
Ancient Building Complex in the Wudang Mountains,China,32.686,110.9717,Explore Taoist temples and monasteries amidst scenic mountains.,A sacred Taoist mountain complex with numerous temples and monasteries.,$$,7,"temple,monastery,UNESCO","https://source.unsplash.com/800x600/?Ancient,Building,Complex,in,the,Wudang,Mountains,China"
"Mountain Resort and its Outlying Temples, Chengde",China,40.9819,117.9244,Visit the former imperial summer resort and its diverse temples.,"A vast imperial resort complex and temples, a UNESCO World Heritage site.",$$,7,"palace,temple,UNESCO","https://source.unsplash.com/800x600/?Mountain,Resort,and,its,Outlying,Temples,Chengde,China"
Lushan National Park,China,29.5635,115.9219,Enjoy scenic hiking and discover historical sites.,A mountain retreat known for its natural beauty and historical significance.,$$,6,"natural landmark,mountains,UNESCO","https://source.unsplash.com/800x600/?Lushan,National,Park,China"
"Historic Ensemble of the Potala Palace, Lhasa",China,29.657761,91.117529,Explore the former residence of the Dalai Lama and its religious treasures.,"The iconic winter palace of the Dalai Lamas, a UNESCO World Heritage site.",$$,9,"palace,monastery,UNESCO","https://source.unsplash.com/800x600/?Historic,Ensemble,of,the,Potala,Palace,Lhasa,China"
Mount Fuji,Japan,35.360635,138.727363,Hike to the summit for breathtaking views or admire from afar.,Japan's tallest and most iconic stratovolcano.,$,10,"natural landmark,volcano,iconic",https://images.unsplash.com/photo-1526481280693-3bfa7568e0f3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxNb3VudCUyMEZ1amklMjBKYXBhbnxlbnwwfHx8fDE3NjcxMDczNjN8MA&ixlib=rb-4.1.0&q=80&w=1080
Tokyo Skytree,Japan,35.71,139.8107,Ascend for unparalleled panoramic views of Tokyo.,"A broadcasting and observation tower, one of the world's tallest structures.",$$$,8,"tower,observation deck,modern",https://images.unsplash.com/photo-1723725714241-3a915617e2f5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxUb2t5byUyMFNreXRyZWUlMjBKYXBhbnxlbnwwfHx8fDE3NjcxMDczNjJ8MA&ixlib=rb-4.1.0&q=80&w=1080
Osaka Castle,Japan,34.6873,135.5259,Explore the reconstructed castle and its museum.,A magnificent reconstruction of a historic Japanese castle.,$$,7,"castle,historical site,museum","https://source.unsplash.com/800x600/?Osaka,Castle,Japan"
Kinkaku-ji (Golden Pavilion),Japan,35.0341,135.729,Admire the stunning gold-leaf-covered Zen Buddhist temple.,A beautiful Zen Buddhist temple covered in gold leaf.,$$,8,"temple,Zen,iconic","https://source.unsplash.com/800x600/?Kinkakuji,Golden,Pavilion,Japan"
Arashiyama Bamboo Grove,Japan,35.0172,135.6741,Walk through the serene and towering bamboo forest.,An enchanting bamboo forest path offering a unique natural experience.,$,7,"nature,forest,scenic","https://source.unsplash.com/800x600/?Arashiyama,Bamboo,Grove,Japan"
Gion District,Japan,35.0029,135.7756,Experience Kyoto's traditional geisha district.,"Kyoto's famous geisha district, known for its traditional wooden buildings.",$$,7,"district,cultural,historical","https://source.unsplash.com/800x600/?Gion,District,Japan"
Gyeongju Historic Areas,South Korea,35.8533,129.2155,"Explore ancient Silla Kingdom sites, including tombs and temples.",A UNESCO World Heritage site containing numerous Silla Dynasty historical sites.,$$,8,"historical site,UNESCO,ancient","https://source.unsplash.com/800x600/?Gyeongju,Historic,Areas,South,Korea"
