location,country,latitude,longitude,activity,description,price_class,prominence_score,tags,image_url
Acropolis of Athens,Greece,37.9715,23.7257,"Wander through ancient ruins, including the Parthenon, Erechtheion, and Propylaea.","Ancient citadel with iconic structures, a symbol of classical Greek civilization.",$$,10,"history,ancient,architecture,unesco","https://source.unsplash.com/800x600/?Acropolis,of,Athens,Greece"
Colosseum,Italy,41.8902,12.4922,"Tour the ancient amphitheater, imagining gladiatorial contests and public spectacles.","Massive ancient Roman amphitheater, a symbol of Imperial Rome.",$$,10,"history,ancient,architecture,roman","https://source.unsplash.com/800x600/?Colosseum,Italy"
Vatican Museums,Vatican City,41.9038,12.4527,"Admire masterpieces of Renaissance art, including the Sistine Chapel and Raphael Rooms.",Vast museum complex housing immense collections of art and antiquities.,$$$,10,"art,history,religious,renaissance","https://source.unsplash.com/800x600/?Vatican,Museums,Vatican,City"
British Museum,United Kingdom,51.5194,-0.127,"Explore human history, art, and culture through a vast collection of global artifacts.","World's first national public museum, housing millions of objects.",$,10,"history,culture,antiquities,world","https://source.unsplash.com/800x600/?British,Museum,United,Kingdom"
Tower of London,United Kingdom,51.5081,-0.0761,"Discover centuries of British history, see the Crown Jewels, and learn about its past as a fortress and prison.",Historic castle and former royal palace on the north bank of the River Thames.,$$$,9,"history,royal,architecture,fortress","https://source.unsplash.com/800x600/?Tower,of,London,United,Kingdom"
Rijksmuseum,Netherlands,52.3595,4.8846,"View masterpieces of Dutch art and history, including works by Rembrandt and Vermeer.","National museum of the Netherlands, dedicated to Dutch arts and history.",$$$,8,"art,history,dutch,masterpieces","https://source.unsplash.com/800x600/?Rijksmuseum,Netherlands"
Prado Museum,Spain,40.4015,-3.6941,"Admire a rich collection of European art, particularly Spanish masters like Goya, Velázquez, and El Greco.","Main Spanish national art museum, renowned for its European art.",$$$,8,"art,spanish,painting,renaissance","https://source.unsplash.com/800x600/?Prado,Museum,Spain"
Musée d'Orsay,France,48.86,2.3266,Explore a stunning collection of Impressionist and Post-Impressionist masterpieces in a former railway station.,"Museum housed in a former Beaux-Arts railway station, focusing on 19th-20th century art.",$$$,8,"art,impressionism,post-impressionism,architecture","https://source.unsplash.com/800x600/?Musée,dOrsay,France"
St. Stephen's Cathedral,Austria,48.2092,16.3731,Climb the South Tower for panoramic city views and explore the cathedral's rich history and architecture.,"Gothic Roman Catholic cathedral, a major landmark of Vienna.",$$,7,"architecture,religious,history,gothic","https://source.unsplash.com/800x600/?St,Stephens,Cathedral,Austria"
Djemaa el-Fna Square,Morocco,31.6225,-7.9875,Street food tasting tour,Explore vibrant food stalls offering traditional Moroccan delicacies.,$$,10,"street food,medina,cultural,culinary","https://source.unsplash.com/800x600/?Djemaa,elFna,Square,Morocco"
Marrakech Medina,Morocco,31.6284,-7.9897,Traditional Moroccan cooking class,Learn to prepare iconic tagines and couscous dishes from local chefs.,$$$,9,"cooking class,culinary,cultural,hands-on","https://source.unsplash.com/800x600/?Marrakech,Medina,Morocco"
Khan el-Khalili Bazaar,Egypt,30.0456,32.5625,Egyptian street food tasting,"Savor authentic koshari, falafel, and other local street food delights.",$,8,"street food,bazaar,cultural,local","https://source.unsplash.com/800x600/?Khan,elKhalili,Bazaar,Egypt"
Cairo,Egypt,30.0444,31.2357,Egyptian cooking class with a local family,Experience home-style Egyptian cooking and learn family recipes.,$$$,7,"cooking class,cultural,homestay,authentic","https://source.unsplash.com/800x600/?Cairo,Egypt"
Tunis Medina,Tunisia,36.7923,10.1711,Tunisian street food exploration,"Discover popular snacks like brik, lablabi, and bambalouni.",$,8,"street food,medina,culinary,local","https://source.unsplash.com/800x600/?Tunis,Medina,Tunisia"
La Goulette,Tunisia,36.8226,10.3132,Seafood dining at the fish market,Enjoy the freshest catch of the day in a lively coastal setting.,$$,5,"seafood,coastal,dining,local","https://source.unsplash.com/800x600/?La,Goulette,Tunisia"
Casbah of Algiers,Algeria,36.7926,3.0563,Traditional Algerian cuisine tasting,"Sample couscous, bourek, and other Algerian specialties in historic surroundings.",$$,7,"traditional,cultural,historic,dining","https://source.unsplash.com/800x600/?Casbah,of,Algiers,Algeria"
Algiers,Algeria,36.7545,3.0519,Algerian cooking class,Learn to prepare authentic Algerian dishes like couscous and tagine.,$$$,6,"cooking class,culinary,authentic,hands-on","https://source.unsplash.com/800x600/?Algiers,Algeria"
Tripoli Old City,Libya,32.8916,13.1831,Libyan street food discovery,Explore local eateries for traditional Libyan flavors and snacks.,$,5,"street food,historic,local,culinary","https://source.unsplash.com/800x600/?Tripoli,Old,City,Libya"
Tripoli,Libya,32.8874,13.1875,Traditional Libyan restaurant dining,Experience authentic Libyan cuisine in a local restaurant setting.,$$,4,"dining,traditional,local,cuisine","https://source.unsplash.com/800x600/?Tripoli,Libya"
Serengeti National Park,Tanzania,-2.333333,34.833332,"Wildlife viewing, Great Migration safari",Vast savannah plains famous for the annual wildebeest migration.,$$$$,10,"safari,wildlife,migration,photography","https://source.unsplash.com/800x600/?Serengeti,National,Park,Tanzania"
Maasai Mara National Reserve,Kenya,-1.49,35.14389,"Game drives, hot air balloon safaris",Iconic reserve known for abundant wildlife and the Great Migration.,$$$$,10,"safari,wildlife,photography,adventure","https://source.unsplash.com/800x600/?Maasai,Mara,National,Reserve,Kenya"
Kruger National Park,South Africa,-25.3551,31.8894,"Self-drive safaris, guided game drives",One of Africa's largest and most diverse game reserves.,$$$,9,"safari,wildlife,self-drive,nature","https://source.unsplash.com/800x600/?Kruger,National,Park,South,Africa"
Bwindi Impenetrable National Park,Uganda,-1.05,29.7167,Mountain gorilla trekking,"Ancient rainforest, home to half of the world's mountain gorillas.",$$$$,8,"gorilla-trekking,nature,conservation,adventure","https://source.unsplash.com/800x600/?Bwindi,Impenetrable,National,Park,Uganda"
Okavango Delta,Botswana,-19.318701,22.446918,"Mokoro excursions, game drives, birdwatching",Vast inland wetland teeming with diverse wildlife and aquatic life.,$$$$$,9,"mokoro,wildlife,birdwatching,unique-ecosystem","https://source.unsplash.com/800x600/?Okavango,Delta,Botswana"
Victoria Falls,Zambia/Zimbabwe,-17.924444,25.856667,"Viewing the falls, bungee jumping, white-water rafting",One of the world's largest and most spectacular waterfalls.,$$$,9,"natural-wonder,adventure,scenic,adrenaline","https://source.unsplash.com/800x600/?Victoria,Falls,ZambiaZimbabwe"
Zanzibar Beaches,Tanzania,-5.725856,39.298569,"Snorkeling, diving, relaxing on pristine beaches",Tropical island paradise with white sandy beaches and turquoise waters.,$$$,7,"beach,relaxation,snorkeling,diving","https://source.unsplash.com/800x600/?Zanzibar,Beaches,Tanzania"
Namib-Naukluft National Park,Namibia,-24.607231,15.168926,"Dune climbing, stargazing, scenic drives",Vast desert landscape with towering red sand dunes and unique desert-adapted wildlife.,$$$,8,"desert,dunes,stargazing,photography","https://source.unsplash.com/800x600/?NamibNaukluft,National,Park,Namibia"
Volcanoes National Park,Rwanda,-1.4675,29.4925,"Gorilla trekking, golden monkey tracking",Home to mountain gorillas and the Virunga volcanoes.,$$$$,8,"gorilla-trekking,primates,volcanoes,conservation","https://source.unsplash.com/800x600/?Volcanoes,National,Park,Rwanda"
Etosha National Park,Namibia,-18.7845,16.2583,"Wildlife viewing around waterholes, self-drive safaris","Salt pan surrounded by unique ecosystems, drawing abundant wildlife.",$$$,8,"wildlife,safari,salt-pan,photography","https://source.unsplash.com/800x600/?Etosha,National,Park,Namibia"
"Aspen, Colorado",USA,39.1911,-106.8175,Skiing and Snowboarding,World-renowned ski resort town with four distinct mountains.,$$$$$,9,"luxury,skiing,snowboarding,mountains","https://source.unsplash.com/800x600/?Aspen,Colorado,USA"
"Whistler Blackcomb, British Columbia",Canada,50.1163,-122.9574,Skiing and Snowboarding,"Largest ski resort in North America, offering extensive terrain.",$$$$,9,"adventure,skiing,snowboarding,scenic","https://source.unsplash.com/800x600/?Whistler,Blackcomb,British,Columbia,Canada"
"Banff National Park, Alberta",Canada,51.1784,-115.5708,"Skiing, Snowboarding, Ice Skating",Stunning mountain park with multiple ski resorts and frozen lakes.,$$$,9,"nature,skiing,ice-skating,scenic","https://source.unsplash.com/800x600/?Banff,National,Park,Alberta,Canada"
"Lake Placid, New York",USA,44.284,-73.9789,"Ice Skating, Bobsledding, Skiing",Historic Olympic village with world-class winter sports facilities.,$$$,8,"olympic-history,ice-skating,bobsled,skiing","https://source.unsplash.com/800x600/?Lake,Placid,New,York,USA"
"Park City, Utah",USA,40.6461,-111.498,Skiing and Snowboarding,"Vast ski resort, host of Olympic events, known for its charming town.",$$$$,8,"skiing,snowboarding,family-friendly,olympic-legacy","https://source.unsplash.com/800x600/?Park,City,Utah,USA"
"Mammoth Lakes, California",USA,37.6486,-118.9721,Skiing and Snowboarding,High-altitude resort with a long season and challenging terrain.,$$$,7,"adventure,skiing,snowboarding,high-altitude","https://source.unsplash.com/800x600/?Mammoth,Lakes,California,USA"
"Killington, Vermont",USA,43.6176,-72.8034,Skiing and Snowboarding,"Largest ski area in the Eastern U.S., known as the 'Beast of the East'.",$$$,7,"skiing,snowboarding,eastern-us,long-season","https://source.unsplash.com/800x600/?Killington,Vermont,USA"
"Big Sky, Montana",USA,45.2699,-111.2997,Skiing and Snowboarding,Expansive resort with a massive vertical drop and expert terrain.,$$$$,8,"adventure,skiing,snowboarding,vast-terrain","https://source.unsplash.com/800x600/?Big,Sky,Montana,USA"
"Stowe, Vermont",USA,44.4753,-72.7022,Skiing and Snowboarding,Picturesque town known as 'The Ski Capital of the East'.,$$$,7,"charming,skiing,snowboarding,new-england","https://source.unsplash.com/800x600/?Stowe,Vermont,USA"
"Sun Valley, Idaho",USA,43.6977,-114.3528,Skiing and Snowboarding,America's first destination ski resort with a classic alpine charm.,$$$$,7,"historic,skiing,snowboarding,refined","https://source.unsplash.com/800x600/?Sun,Valley,Idaho,USA"
Casco Viejo,Panama,8.952,-79.5344,Explore colonial architecture and vibrant street art,"Historic district with colorful buildings, plazas, and lively atmosphere.",$$,7,"history,art,nightlife","https://source.unsplash.com/800x600/?Casco,Viejo,Panama"
Antigua Guatemala's Historic Center,Guatemala,14.5575,-90.7328,Wander through colonial streets and discover vibrant street art murals,Charming colonial city with cobblestone streets and well-preserved architecture.,$$,8,"history,art,culture","https://source.unsplash.com/800x600/?Antigua,Guatemalas,Historic,Center,Guatemala"
Granada,Nicaragua,11.9439,-85.9711,Explore Spanish colonial architecture and vibrant markets,Oldest colonial city in the Americas with colorful buildings and rich history.,$$,7,"history,architecture,shopping","https://source.unsplash.com/800x600/?Granada,Nicaragua"
San Jose,Costa Rica,9.9346,-84.0874,Discover street art and visit the National Theatre,"Capital city with a mix of modern and colonial architecture, and a growing art scene.",$$,7,"art,culture,city-life","https://source.unsplash.com/800x600/?San,Jose,Costa,Rica"
Belize City,Belize,17.4996,-88.1814,Visit the Museum of Belize and explore the historic streets,Port city with a blend of colonial history and cultural influences.,$,5,"history,museum,culture","https://source.unsplash.com/800x600/?Belize,City,Belize"
Tegucigalpa,Honduras,14.0818,-87.2165,Explore the historic center and its colonial buildings,Honduras' capital city with a historic center featuring colonial architecture.,$,5,"history,architecture,culture","https://source.unsplash.com/800x600/?Tegucigalpa,Honduras"
San Salvador Historic Center,El Salvador,13.6924,-89.2191,Wander through historic plazas and admire street art,"The heart of the capital with colonial buildings, plazas, and vibrant street art.",$,6,"history,art,urban-exploration","https://source.unsplash.com/800x600/?San,Salvador,Historic,Center,El,Salvador"
Managua Old Cathedral,Nicaragua,12.1563,-86.2717,Explore the ruins and surrounding urban landscape,"An iconic symbol of Managua, the skeletal remains of the old cathedral.",$,5,"history,architecture,urban-exploration","https://source.unsplash.com/800x600/?Managua,Old,Cathedral,Nicaragua"
Flores,Guatemala,16.9238,-90.1345,Stroll colorful island streets and enjoy lake views,Charming island town with colorful buildings and a relaxed atmosphere.,$$,6,"scenic,culture,island-life","https://source.unsplash.com/800x600/?Flores,Guatemala"
La Ceiba,Honduras,15.75,-86.7833,Explore the city center and its connection to the coast,Port city known as Honduras' ecotourism capital with a lively atmosphere.,$$,5,"beach,nature,city-life","https://source.unsplash.com/800x600/?La,Ceiba,Honduras"
Sacred Valley of the Incas,Peru,-13.1631,-72.545,Yoga and meditation retreats,Andean serenity for spiritual renewal and inner peace.,$$$,8,"yoga,meditation,spiritual,nature","https://source.unsplash.com/800x600/?Sacred,Valley,of,the,Incas,Peru"
Baños,Ecuador,-1.3971,-78.4387,Hot springs and thermal baths,Volcano-heated waters in a lush adventure hub.,$$,7,"hot springs,adventure,nature,relaxation","https://source.unsplash.com/800x600/?Baños,Ecuador"
Vilcabamba,Ecuador,-4.25,-79.2167,Wellness retreats and energy healing,Valley of longevity with a focus on natural healing.,$$,5,"wellness,healing,nature,longevity","https://source.unsplash.com/800x600/?Vilcabamba,Ecuador"
"Puritama Hot Springs, Atacama Desert",Chile,-23.5,-68.1333,Geothermal hot springs relaxation,Desert oasis with therapeutic mineral waters.,$$,6,"hot springs,desert,relaxation,nature","https://source.unsplash.com/800x600/?Puritama,Hot,Springs,Atacama,Desert,Chile"
Amazon Rainforest (various lodges),Peru/Ecuador/Brazil,-3.4653,-72.13,Jungle spa treatments and shamanic healing,Immersive natural healing in the heart of the Amazon.,$$$$,7,"amazon,wellness,shamanic,nature","https://source.unsplash.com/800x600/?Amazon,Rainforest,various,lodges,PeruEcuadorBrazil"
Chapada Diamantina National Park,Brazil,-12.6073,-41.3333,Yoga and meditation retreats,Breathtaking plateaus for mindful exploration.,$$,5,"yoga,nature,hiking,meditation","https://source.unsplash.com/800x600/?Chapada,Diamantina,National,Park,Brazil"
Galapagos Islands,Ecuador,-0.0,-90.5,Nature-focused yoga retreats,Unique wildlife meets mindful practice.,$$$$$,9,"yoga,nature,wildlife,eco-tourism","https://source.unsplash.com/800x600/?Galapagos,Islands,Ecuador"
Termas de Chillán,Chile,-36.9,-71.5167,Spa treatments and thermal baths,Andean thermal springs and mountain tranquility.,$$$,6,"hot springs,spa,mountains,relaxation","https://source.unsplash.com/800x600/?Termas,de,Chillán,Chile"
Minca,Colombia,11.1789,-73.705,Yoga and coffee farm stays,Serene mountain village with yoga and coffee culture.,$$,4,"yoga,nature,coffee,mountains","https://source.unsplash.com/800x600/?Minca,Colombia"
San Pedro de Atacama,Chile,-23.0075,-68.194,Stargazing and desert wellness,Vast desert landscapes for celestial and personal discovery.,$$$,7,"desert,stargazing,wellness,nature","https://source.unsplash.com/800x600/?San,Pedro,de,Atacama,Chile"
Angkor Wat,Cambodia,13.4125,103.8675,"Explore the vast temple complex, marvel at intricate bas-reliefs, and witness sunrise/sunset views.","Iconic UNESCO World Heritage site, a masterpiece of Khmer architecture.",$$,10,"history,architecture,religious,unesco",https://images.unsplash.com/photo-1680960964783-cc3a22c141b1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxBbmdrb3IlMjBXYXQlMjBDYW1ib2RpYXxlbnwwfHx8fDE3NjcxMDgwNTd8MA&ixlib=rb-4.1.0&q=80&w=1080
Hoi An Ancient Town,Vietnam,15.8814,108.3379,"Wander through lantern-lit streets, visit historic merchant houses, and experience traditional markets.",Well-preserved Southeast Asian trading port with colorful lanterns.,$,8,"culture,history,markets,unesco",https://images.unsplash.com/photo-1608354802819-c759d54e625c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxIb2klMjBBbiUyMEFuY2llbnQlMjBUb3duJTIwVmlldG5hbXxlbnwwfHx8fDE3NjcxMDgwNTh8MA&ixlib=rb-4.1.0&q=80&w=1080
Borobudur Temple,Indonesia,-7.6078,110.2038,"Explore the world's largest Buddhist monument, admire its intricate stone carvings and stupas.","Massive 9th-century Mahayana Buddhist temple, a UNESCO World Heritage site.",$$,9,"religious,history,architecture,unesco","https://source.unsplash.com/800x600/?Borobudur,Temple,Indonesia"
Bagan Archaeological Zone,Myanmar,21.1743,99.479,Discover thousands of ancient temples and pagodas by e-bike or hot air balloon.,"Ancient city with over 2,000 temples and pagodas scattered across the plains.",$$,8,"history,architecture,religious,landscape","https://source.unsplash.com/800x600/?Bagan,Archaeological,Zone,Myanmar"
Luang Prabang,Laos,19.8875,102.1325,"Witness the morning alms giving ceremony, visit serene temples, and explore night markets.","Laotian royal capital, a UNESCO site known for its temples and French colonial architecture.",$$,7,"culture,religious,markets,unesco","https://source.unsplash.com/800x600/?Luang,Prabang,Laos"
Ayutthaya Historical Park,Thailand,14.3414,100.5649,"Explore the majestic ruins of the former capital of Siam, including temples and palaces.","Ruins of the second capital of Siam, a UNESCO World Heritage site.",$,7,"history,architecture,ruins,unesco","https://source.unsplash.com/800x600/?Ayutthaya,Historical,Park,Thailand"
Ubud,Indonesia,-8.5098,115.2654,"Immerse yourself in Balinese culture, visit art museums, traditional dance performances, and local markets.","Cultural heart of Bali, famous for its art, dance, and spiritual atmosphere.",$$,7,"culture,art,spiritual,markets","https://source.unsplash.com/800x600/?Ubud,Indonesia"
George Town,Malaysia,5.4167,100.3333,"Wander through UNESCO-listed streets, admire colonial architecture, and savor diverse street food.",Multicultural UNESCO World Heritage city known for its colonial architecture and food.,$,7,"culture,history,food,unesco","https://source.unsplash.com/800x600/?George,Town,Malaysia"
Intramuros,Philippines,14.5937,120.976,"Explore the historic walled city, visit colonial churches, and take a kalesa (horse-drawn carriage) ride.","Manila's historic walled city, offering a glimpse into Spanish colonial past.",$$,6,"history,architecture,colonial,city","https://source.unsplash.com/800x600/?Intramuros,Philippines"
Royal Palace of Cambodia,Cambodia,11.5636,104.9308,"Tour the stunning complex, including the Throne Hall and the sacred Silver Pagoda.","Official residence of the King of Cambodia, showcasing opulent Khmer architecture.",$$,7,"architecture,royal,history,religious",https://images.unsplash.com/photo-1706670663016-777de9e62d17?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxSb3lhbCUyMFBhbGFjZSUyMG9mJTIwQ2FtYm9kaWElMjBDYW1ib2RpYXxlbnwwfHx8fDE3NjcxMDgwNTd8MA&ixlib=rb-4.1.0&q=80&w=1080
Sir Bani Yas Island,United Arab Emirates,24.3333,52.5833,Wildlife safaris in the Arabian Wildlife Park,An island sanctuary home to thousands of free-roaming animals.,$$$,7,"wildlife,safari,conservation,family-friendly","https://source.unsplash.com/800x600/?Sir,Bani,Yas,Island,United,Arab,Emirates"
Wadi Rum,Jordan,29.5726,35.4186,Jeep safaris and Bedouin camping,A stunning desert landscape with towering sandstone mountains.,$$,8,"adventure,desert,safari,culture","https://source.unsplash.com/800x600/?Wadi,Rum,Jordan"
Ras Mohammed National Park,Egypt,27.75,33.25,Diving and snorkeling in the Red Sea,A pristine marine park with vibrant coral reefs and abundant marine life.,$$$,7,"diving,snorkeling,marine-life,nature","https://source.unsplash.com/800x600/?Ras,Mohammed,National,Park,Egypt"
Jebel Hafeet National Park,United Arab Emirates,24.05,55.75,Hiking and exploring mountain trails,A prominent mountain range offering panoramic desert views.,$$,6,"hiking,nature,views,adventure","https://source.unsplash.com/800x600/?Jebel,Hafeet,National,Park,United,Arab,Emirates"
Al Aqah Beach,United Arab Emirates,25.5667,56.35,Relaxing on pristine beaches and water sports,A serene coastal area known for its beautiful beaches and clear waters.,$$,5,"beach,relaxation,water-sports,coastal","https://source.unsplash.com/800x600/?Al,Aqah,Beach,United,Arab,Emirates"
Hatta Mountains,United Arab Emirates,24.8,56.15,Kayaking in Hatta Dam and hiking,Rugged mountains offering adventure activities and natural beauty.,$$,6,"adventure,hiking,kayaking,mountains","https://source.unsplash.com/800x600/?Hatta,Mountains,United,Arab,Emirates"
Feynan Ecolodge (Dana Biosphere Reserve),Jordan,30.6917,35.5958,"Eco-tourism, hiking, and cultural experiences",An award-winning eco-lodge in a vast nature reserve.,$$$,5,"eco-tourism,hiking,nature,culture","https://source.unsplash.com/800x600/?Feynan,Ecolodge,Dana,Biosphere,Reserve,Jordan"
Musandam Peninsula,Oman,26.0,56.5,Dhow cruises through fjords and dolphin watching,Dramatic fjords often called the 'Norway of Arabia'.,$$$,7,"fjords,marine-life,dolphins,scenic","https://source.unsplash.com/800x600/?Musandam,Peninsula,Oman"
Salalah (during Khareef season),Oman,17.0151,54.0924,Witnessing lush green landscapes and waterfalls,Transforms into a green paradise during the monsoon season.,$$,6,"nature,seasonal,greenery,waterfalls","https://source.unsplash.com/800x600/?Salalah,during,Khareef,season,Oman"
Qeshm Island Geopark,Iran,26.9492,56.2691,Exploring unique geological formations and mangrove forests,A UNESCO Global Geopark with diverse geological wonders.,$$,6,"geology,nature,hiking,mangroves","https://source.unsplash.com/800x600/?Qeshm,Island,Geopark,Iran"
Chamonix-Mont-Blanc,France,45.9212,6.8652,Skiing and Snowboarding,"Legendary alpine destination at the foot of Mont Blanc, known for challenging terrain.",$$$$,9,"adventure,mountaineering,off-piste","https://source.unsplash.com/800x600/?ChamonixMontBlanc,France"
Zermatt,Switzerland,46.0236,7.7438,Skiing and Snowboarding,"Iconic Matterhorn views, high-altitude skiing, and charming car-free village.",$$$$$,10,"scenic,high-altitude,car-free","https://source.unsplash.com/800x600/?Zermatt,Switzerland"
Val Thorens,France,45.4503,6.7497,Skiing and Snowboarding,"Highest ski resort in Europe, offering guaranteed snow and extensive terrain.",$$$$,8,"snow-sure,high-altitude,family-friendly","https://source.unsplash.com/800x600/?Val,Thorens,France"
Courchevel,France,45.4355,6.6326,Skiing and Snowboarding,"Part of Les Trois Vallées, renowned for luxury, groomed pistes, and varied terrain.",$$$$$,9,"luxury,groomed-pistes,all-abilities","https://source.unsplash.com/800x600/?Courchevel,France"
Lech Zürs,Austria,47.2133,9.9053,Skiing and Snowboarding,"Exclusive Austrian resort in Ski Arlberg, known for reliable snow and excellent slopes.",$$$$$,8,"exclusive,snow-sure,intermediate-friendly","https://source.unsplash.com/800x600/?Lech,Zürs,Austria"
Cortina d'Ampezzo,Italy,46.5412,12.1355,Skiing,"The 'Queen of the Dolomites', with stunning scenery and a rich skiing heritage.",$$$$,8,"scenic,historic,dolomites","https://source.unsplash.com/800x600/?Cortina,dAmpezzo,Italy"
Åre,Sweden,63.4096,13.0825,Skiing and Snowboarding,"Scandinavia's largest ski resort, offering diverse slopes and family-friendly areas.",$$$,7,"scandinavian,family-friendly,diverse-terrain","https://source.unsplash.com/800x600/?Åre,Sweden"
Sölden,Austria,46.9725,10.9758,Skiing and Snowboarding,High-altitude Austrian resort with guaranteed snow and a vibrant après-ski scene.,$$$,8,"snow-sure,après-ski,world-cup","https://source.unsplash.com/800x600/?Sölden,Austria"
St. Moritz,Switzerland,46.4751,9.838,Skiing and Ice Skating,"Glamorous Swiss resort, a premier destination for winter sports and luxury.",$$$$$,9,"glamorous,luxury,ice-skating","https://source.unsplash.com/800x600/?St,Moritz,Switzerland"
La Plagne,France,45.5153,6.7007,Skiing and Snowboarding,"Family-friendly resort linked to Les Arcs, known for its wide pistes and good learning terrain.",$$$,8,"family-friendly,wide-pistes,learning-terrain","https://source.unsplash.com/800x600/?La,Plagne,France"
Old Town Square,Czech Republic,50.087842,14.420453,"Street art, city tours, exploring Astronomical Clock, shopping in unique boutiques.",Prague's historic heart with medieval architecture and vibrant street life.,$$,9,"urban exploration,history,art,shopping","https://source.unsplash.com/800x600/?Old,Town,Square,Czech,Republic"
Budapest Ruin Bars,Hungary,47.497913,19.040236,"Urban exploration of unique ruin bars, street art, nightlife.","Eclectic bars in abandoned spaces, showcasing art and vibrant nightlife.",$$,7,"nightlife,art,urban exploration,alternative","https://source.unsplash.com/800x600/?Budapest,Ruin,Bars,Hungary"
Kazimierz District,Poland,50.051,19.9402,"Exploring historic Jewish quarter, street art, galleries, unique shops and cafes.","Historic Jewish quarter brimming with art, culture, and vibrant nightlife.",$$,6,"history,art,culture,shopping","https://source.unsplash.com/800x600/?Kazimierz,District,Poland"
Old Town,Ukraine,49.8383,24.0232,"Wandering through cobblestone streets, discovering hidden courtyards, street art, local crafts.",UNESCO World Heritage site with stunning architecture and a rich history.,$$,7,"history,architecture,art,urban exploration","https://source.unsplash.com/800x600/?Old,Town,Ukraine"
Art Nouveau District,Latvia,56.9576,24.1087,"Admiring Art Nouveau architecture, exploring charming streets, boutique shopping.",A stunning concentration of Art Nouveau buildings with intricate details.,$$,6,"architecture,art,history,shopping","https://source.unsplash.com/800x600/?Art,Nouveau,District,Latvia"
Vilnius Old Town,Lithuania,54.6833,25.2833,"Exploring Gothic and Baroque architecture, street art, unique shops.","One of Northern Europe's largest medieval old towns, a UNESCO site.",$$,6,"history,architecture,art,urban exploration","https://source.unsplash.com/800x600/?Vilnius,Old,Town,Lithuania"
Old Town,Slovakia,48.148598,17.107746,"City tours, exploring medieval streets, discovering hidden cafes and shops.",Charming medieval old town with Bratislava Castle and vibrant squares.,$$,5,"history,architecture,city tour,shopping","https://source.unsplash.com/800x600/?Old,Town,Slovakia"
Old Tbilisi,Georgia,41.689,44.8038,"Exploring historic streets, sulfur baths, street art, and traditional crafts.","Historic district with ancient churches, narrow alleys, and sulfur baths.",$$,6,"history,culture,urban exploration,art","https://source.unsplash.com/800x600/?Old,Tbilisi,Georgia"
Old Town,Romania,44.439663,26.096306,"Discovering nightlife, street art, medieval heritage, and unique shops.",A vibrant area known for its lively nightlife and historical charm.,$$,5,"nightlife,art,history,shopping","https://source.unsplash.com/800x600/?Old,Town,Romania"
Vitosha Boulevard,Bulgaria,42.6881,23.3185,"Shopping at high-end stores, dining, people-watching, exploring street art.","Sofia's main commercial street, a hub for shopping and city life.",$$$,5,"shopping,city life,art,dining","https://source.unsplash.com/800x600/?Vitosha,Boulevard,Bulgaria"
Siwa Oasis,Egypt,29.2062,25.5246,Hot springs and meditation retreats,An ancient oasis offering natural hot springs and tranquil desert landscapes.,$$$,6,"wellness,nature,relaxation,desert","https://source.unsplash.com/800x600/?Siwa,Oasis,Egypt"
Atlas Mountains,Morocco,31.6246,-7.8434,Yoga and hiking retreats,Majestic mountains offering serene yoga sessions and invigorating hikes.,$$$,7,"adventure,wellness,mountains,yoga","https://source.unsplash.com/800x600/?Atlas,Mountains,Morocco"
Korbous,Tunisia,36.7242,10.5936,Thermal baths and thalassotherapy,Coastal town renowned for its mineral-rich hot springs and seaside spas.,$$,5,"wellness,spa,hot springs,coast","https://source.unsplash.com/800x600/?Korbous,Tunisia"
Asilah,Morocco,35.4718,-6.0351,Hammam and spa treatments,Charming coastal town offering traditional Moroccan spa experiences.,$$,5,"spa,wellness,culture,coast","https://source.unsplash.com/800x600/?Asilah,Morocco"
Hammamet,Tunisia,36.405,10.624,Thalassotherapy and spa resorts,Popular seaside resort known for its thalassotherapy centers and luxurious spas.,$$$,6,"thalassotherapy,spa,beach,wellness","https://source.unsplash.com/800x600/?Hammamet,Tunisia"
Red Sea Coast (Hurghada/Marsa Alam),Egypt,27.2576,33.8111,Diving and wellness resorts,Vibrant coral reefs combined with relaxing spa experiences by the Red Sea.,$$$,7,"diving,wellness,sea,relaxation","https://source.unsplash.com/800x600/?Red,Sea,Coast,HurghadaMarsa,Alam,Egypt"
Nile River Cruises (Aswan to Luxor),Egypt,25.0846,32.2996,Relaxing cruises with spa facilities,Leisurely cruises offering spa services and scenic views of ancient sites.,$$$$,8,"cruise,relaxation,history,wellness","https://source.unsplash.com/800x600/?Nile,River,Cruises,Aswan,to,Luxor,Egypt"
Marrakech,Morocco,31.6277,-7.9959,Luxury riads with hammams and spas,An imperial city offering opulent riads with traditional hammam and spa services.,$$$$,9,"luxury,spa,culture,wellness","https://source.unsplash.com/800x600/?Marrakech,Morocco"
El Hamma,Tunisia,33.967,9.7185,Natural hot springs and therapeutic baths,Known for its ancient Roman thermal baths and healing hot springs.,$$,4,"hot springs,wellness,history,therapy","https://source.unsplash.com/800x600/?El,Hamma,Tunisia"
